features,scaler,pca,evr,method,k,silhouette,calinski,davies_bouldin,bic,min_size
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8217287455607007,KMeans,3,0.2599275810605107,88.0246971910088,1.3002979043475822,,67
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-diag,2,0.2598587006282999,110.83820809481573,1.4643829814853149,1894.1278756801112,125
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-full,4,0.2593610120872605,60.53104429096004,1.5103547092243912,1892.9550390779382,22
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-full,4,0.25936101208546575,60.531044290960054,1.510354709224391,1892.9550390922188,22
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,KMeans,3,0.2593347621284767,97.82702659190768,1.2693860847772684,,63
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,1.0,KMeans,3,0.2593347621269108,97.82702659190771,1.269386084777268,,63
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,Agg-ward,2,0.2590734205088937,91.3528613145592,1.3018495590498285,,87
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,Agg-ward,2,0.25907342050817583,91.35286131455916,1.3018495590498287,,87
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,KMeans,2,0.2589883166426543,103.2672785148263,1.4320231746537913,,110
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.2589883166421346,103.26727851482629,1.4320231746537913,,110
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,Agg-complete,2,0.2588135818306884,89.07625619871078,1.4369944849443608,,71
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca3,1.0,Agg-complete,2,0.25881358183068837,89.0762561987108,1.4369944849443608,,71
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,KMeans,3,0.25879504042479956,121.78610448782062,1.2766468541501375,,26
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,KMeans,3,0.25879504042479956,121.78610448782065,1.2766468541501377,,26
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,0.8139229783205728,KMeans,2,0.25879309697789243,80.74367412092634,1.6077350579792271,,93
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,0.8139229783205728,Agg-ward,3,0.2586669595909222,79.40314967758222,1.2828927388434084,,39
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-tied,3,0.25863271883959166,97.50209661990175,1.2838086269086106,2406.773688500134,63
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,1.0,GMM-tied,3,0.25863271883794436,97.50209661990174,1.28380862690861,2406.773688500133,63
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-spherical,4,0.25855564282207516,102.62656702459888,1.113376937688842,2425.8151717404144,54
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,1.0,GMM-spherical,4,0.2585556428198623,102.62656702459891,1.1133769376888423,2425.8151717404135,54
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-tied,3,0.25822147922806415,94.31830858455363,1.2684515521322763,1927.5579371707793,60
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-tied,3,0.2582214792265696,94.31830858455362,1.2684515521322763,1927.5579371707793,60
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit",robust,none,,Agg-ward,4,0.2581612659875727,145.82468313938406,1.2208583750233577,,47
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,Agg-ward,4,0.2581404934524026,87.97175605652208,1.158523559250199,,35
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,1.0,Agg-ward,4,0.2581404934512371,87.97175605652204,1.1585235592501997,,35
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8473553223558457,KMeans,3,0.25801096477555796,91.23503367901712,1.2592244531815382,,82
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-diag,4,0.2579088528295438,98.89308829616579,1.212798105742385,1922.949933126654,34
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,KMeans,2,0.2578028136107514,79.8898289682042,1.3714657080463808,,67
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,KMeans,2,0.2577877097319071,96.71611010890305,1.4162458609209998,,110
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.2577877097306052,96.71611010890312,1.4162458609209994,,110
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,pca2,0.7727556533143665,Agg-complete,2,0.25777977558307424,104.29866280552098,1.4581664803335421,,122
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,none,,KMeans,2,0.25775410450052183,87.01726804267305,1.5443395395607538,,109
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca3,1.0,KMeans,2,0.2577541045002212,87.01726804267307,1.544339539560754,,109
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,KMeans,5,0.2577037219447862,101.06749695501362,1.1353206810036915,,37
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,4,0.25770131519684747,114.28797197184967,1.1553303707238274,1961.7113664778592,30
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-spherical,4,0.25770131519684747,114.28797197184967,1.1553303707238274,1961.7113664778594,30
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,KMeans,6,0.25769905141859206,96.09932772977133,1.0812449452329833,,26
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,0.8505488385206945,Agg-ward,2,0.2575624640009459,73.10521486576869,1.57110762229705,,82
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6954691152681021,GMM-spherical,2,0.2572835288015213,55.67671109574752,1.8578494408044268,1606.827106216255,129
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-diag,4,0.2571586854219632,81.4388244589926,1.2588311595983095,1997.7107897172268,28
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,KMeans,3,0.25699387402035134,109.65910456260843,1.241367355774562,,29
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,none,,KMeans,3,0.25699387402035123,109.65910456260846,1.2413673557745615,,29
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,KMeans,4,0.2569107380929697,82.19834404675387,1.2299646308015806,,22
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,4,0.2566474899932888,101.46144353643409,1.1193363068462021,1952.6954162528373,41
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-spherical,4,0.2566474899906604,101.46144353643412,1.1193363068462021,1952.6954162528375,41
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,Agg-ward,3,0.2566095967081443,104.96606311972876,1.175702861744389,,24
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,Agg-ward,3,0.25660959670814426,104.96606311972879,1.175702861744389,,24
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,KMeans,5,0.2564201927026521,99.53682418165108,1.1409176345571896,,42
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,KMeans,5,0.2564201927005445,99.53682418165108,1.1409176345571896,,42
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,KMeans,5,0.2563564893336345,99.11195221075498,1.120578906269618,,36
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8303453419352484,GMM-full,2,0.2560916496985232,16.958729415009245,2.5768732886065093,2409.9806953417983,33
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,GMM-diag,3,0.2560597307870567,47.961230724346095,2.4184941639380506,2312.8684734697104,25
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-full,4,0.2559794383334388,103.68852801758577,1.1611490953474721,2337.1029652443535,25
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-full,4,0.2559794383275295,103.68852801758585,1.1611490953474717,2337.1029652443544,25
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,GMM-diag,2,0.2558937871033901,107.81476917442001,1.4441209556740768,2391.70938822209,113
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,KMeans,3,0.2557640831990202,97.63553023438826,1.2520739245419736,,68
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-spherical,3,0.2557292009472037,117.67188670384793,1.2728240608331876,2001.2168767242852,23
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,3,0.25572920094720364,117.67188670384795,1.2728240608331878,2001.2168767242854,23
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,Agg-ward,6,0.25562747569757494,148.32814839430503,1.0498301176438865,,29
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,0.7720020508075663,KMeans,5,0.25562409459113256,88.04619506953246,1.1288029120192298,,28
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca3,1.0,GMM-tied,3,0.25552084686427845,103.19586017587156,1.2679901341496767,1889.1968764006003,69
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-tied,3,0.2555208468642784,103.19586017587147,1.267990134149677,1889.1968764006008,69
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,GMM-spherical,2,0.25537863350840234,103.44155106307618,1.4853873329958611,1972.1561409896024,116
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-diag,3,0.2553394939350034,102.3439833759312,1.2592708462523348,2402.434293889366,54
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,KMeans,4,0.25527936555748915,101.6324803582483,1.1374179261479238,,48
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen",standard,none,,Agg-ward,6,0.255253109528745,141.14091752242817,1.0371081263853699,,30
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,GMM-tied,2,0.2551976659624629,98.81248441202406,1.4372627013560757,2471.223921287792,108
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.25479910421693963,101.6932821015511,1.433236441813437,,133
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,KMeans,2,0.25479910421676627,101.69328210155119,1.433236441813436,,133
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8453616015589244,GMM-spherical,4,0.2547771976947549,98.04456828845879,1.15227566700036,2493.0958353566575,29
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,KMeans,2,0.2547152246165144,109.11544260301949,1.4500196854169143,,122
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,pca3,1.0,KMeans,2,0.25471522461651436,109.11544260301966,1.4500196854169132,,122
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,KMeans,5,0.25466223186990683,101.07702807449456,1.1061674830307482,,37
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca3,1.0,KMeans,5,0.25466223186990683,101.0770280744946,1.1061674830307482,,37
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-spherical,2,0.25459481935587835,90.66733902513307,1.4018183388761645,1595.2584853634048,115
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,GMM-spherical,5,0.2545812293205183,97.69738514825335,1.1176564377735203,2521.169908971783,34
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,KMeans,2,0.2545730821472692,104.91949875328905,1.4722734626902128,,119
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,none,,KMeans,2,0.25443937406456746,94.7365314027212,1.526185317871022,,100
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8591452126787493,KMeans,4,0.25435584500047936,101.41930478439981,1.141041617787567,,63
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-full,3,0.25428067354059913,114.56662163066392,1.2955443870156016,1962.3920076026204,23
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,GMM-full,3,0.2542806735405991,114.56662163066385,1.295544387015602,1962.3920076026204,23
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.684820725339331,Agg-complete,4,0.2542180271307935,125.9550709363026,1.148908759514979,,40
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,GMM-diag,3,0.25408462518111125,105.33452142675722,1.2393755971939757,2398.2759188381897,77
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,GMM-tied,2,0.25402605111081034,101.13924770634662,1.4418636398470956,2388.9892202879882,101
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-tied,2,0.25402605111081034,101.13924770634661,1.4418636398470956,2388.989220287988,101
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-diag,2,0.2539420958029897,101.97822811114054,1.5251607876428024,2389.562507754207,118
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.25370177181913184,94.47747553871272,1.5027996188917052,,128
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,KMeans,2,0.2537017718183062,94.47747553871281,1.502799618891705,,128
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,KMeans,5,0.25363548210233705,99.66943658420031,1.112741568966657,,30
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,KMeans,5,0.25363548210233694,99.66943658420034,1.112741568966657,,30
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8589254476282449,GMM-diag,4,0.2536337478224432,99.01422296870952,1.1896583855510192,2517.6565710533705,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,KMeans,2,0.25362323546780685,110.75464961620735,1.4028278148024558,,129
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-spherical,3,0.2535617512771185,49.48975907086351,2.513728258568434,2202.70894419415,36
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-spherical,3,0.2535617512762183,49.48975907086349,2.5137282585684333,2202.70894419415,36
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,GMM-diag,2,0.2531091790581328,82.20650529329909,1.6604999259945905,2455.204823820302,96
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8591452126787493,GMM-spherical,4,0.25308210897668787,92.85751373783462,1.1814244243836027,2520.705696703554,34
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,none,,GMM-diag,3,0.2530553778924833,108.1935613927386,1.3560624984035634,2034.612599333434,25
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-diag,3,0.25302485283857823,101.89201328914618,1.3010014828262315,1905.2375045931417,58
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-spherical,3,0.2529891820639428,99.35972795057357,1.352031192585464,1891.418489654945,51
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,3,0.2529891820639428,99.35972795057357,1.352031192585464,1891.4184896549443,51
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,KMeans,4,0.25294003383931224,102.84315793538765,1.0970994312907933,,59
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,KMeans,4,0.2529400338375132,102.84315793538764,1.0970994312907933,,59
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,GMM-spherical,5,0.2529338791459967,101.38469807558428,1.0239578179407895,2317.4339246849204,24
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-spherical,5,0.2529338791426607,101.38469807558432,1.0239578179407895,2317.4339246849204,24
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,Agg-ward,2,0.2529137556413439,55.425282578291686,1.9040412902393389,,81
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,KMeans,2,0.25289332718892815,106.64345169223697,1.4796244133726717,,127
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,KMeans,2,0.2528933271889281,106.64345169223692,1.479624413372672,,127
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8453616015589244,GMM-full,4,0.25283001857640997,94.069604909644,1.200379375391512,2576.4865783759224,25
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,KMeans,4,0.2526253236539804,103.5904799520942,1.0971047652875603,,61
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,KMeans,4,0.2526253236523706,103.59047995209414,1.0971047652875607,,61
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-diag,3,0.25235438989007375,48.26091702561464,1.5306531278829665,2655.8287614108767,24
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8521391946163592,Agg-ward,2,0.2523138908913079,99.91029236345017,1.3737706364570457,,114
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,Agg-ward,2,0.25225372679549013,88.47660150723118,1.2970791262420542,,80
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,Agg-ward,2,0.2522537267939568,88.4766015072313,1.2970791262420533,,80
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,KMeans,6,0.25222661623196996,99.15394185333422,1.090350220268614,,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,KMeans,6,0.25222661623196996,99.15394185333425,1.0903502202686142,,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-diag,4,0.2522070844553813,99.16082068112206,1.188838260288874,2418.24829687454,34
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca3,0.8505041405060825,KMeans,3,0.2521568708929775,94.23000651548433,1.2797662904550426,,50
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,0.866654504284259,KMeans,4,0.2521236840839705,114.3429832271853,1.1796303006451816,,23
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,0.7720020508075663,KMeans,4,0.2520889431800419,92.98366893398068,1.1361981543769832,,55
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,none,,KMeans,3,0.2520769687860303,86.1781603454722,1.2892249261813342,,89
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca3,1.0,KMeans,3,0.25207696878505703,86.1781603454722,1.289224926181334,,89
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,none,,KMeans,4,0.251910010539201,104.55181545530132,1.2219146980644093,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,pca3,1.0,KMeans,4,0.251910010539201,104.55181545530131,1.2219146980644093,,23
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,5,0.2518139067733719,97.46413667808037,1.126410841698482,1966.583369297012,34
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-spherical,5,0.2518139067711165,97.4641366780804,1.1264108416984817,1966.583369297012,34
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8615285064903283,GMM-spherical,4,0.25148775791452127,65.11960400170106,1.375060127486316,2412.5886462524877,22
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8615285064903283,Agg-ward,3,0.2512901985265545,88.00675067587314,1.3474636419339445,,67
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca3,1.0,GMM-diag,3,0.2510095294063897,101.42239287665673,1.2631183260169792,1902.5521449584237,77
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,Agg-ward,2,0.2510018144798017,106.11263290888587,1.3620954352873003,,100
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-diag,2,0.2509582467391457,61.67298859875115,1.5539141741899727,3058.7516184729457,50
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-tied,2,0.2509041007700745,75.06584373309603,1.4912094828936318,1851.693430654866,69
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-tied,2,0.25090410076875286,75.06584373309605,1.4912094828936322,1851.693430654866,69
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,KMeans,2,0.2508703241749624,88.30271535090871,1.377418341958765,,98
"beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,KMeans,2,0.2508703241749624,88.30271535090868,1.3774183419587651,,98
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-diag,2,0.25066897270984323,90.89736509683657,1.347910249425487,2258.454840087944,71
